57kg	42
57th	510
58	5166
580	615
5800	63
581	231
582	253
583	222
584	197
585	302
586	222
587	225
588	225
589	210
58th	438
59	4828
590	482
5900	35
591	197
592	167
593	177
594	199
595	265
596	161
597	240
598	199
599	258
59th	478
5A	401
5B	40
5D	43
5K	58
5PM	48
5S	34
5am	130
5ft	62
5ive	45
5km	206
5m	56
5pm	308
5s	73
5th	10190
5x	84
6	67776
60	19181
600	6187
6000	933
60000	30
600cc	30
600m	39
600th	71
601	360
602	284
603	325
604	310
605	321
606	289
607	229
608	232
609	217
60kg	50
60km	57
60m	43
60s	1396
60th	1007
61	4835
610	797
6100	43
611	271
612	309
613	225
614	249
615	266
616	291
617	250
618	243
619	258
61st	403
62	5250
620	560
6200	80
621	242
622	198
623	226
624	237
625	359
626	247
627	258
628	235
629	207
62d	33
62nd	346
63	4662
630	635
6300	50
631	189
632	247
633	254
634	240
635	281
636	229
637	210
638	226
639	230
63rd	378
64	39332
640	827
6400	91
640x480	56
641	233
642	244
643	215
644	219
645	282
646	197
647	185
648	201
649	185
64th	364
65	39381
650	1551
6500	174
6502	57
651	231
652	240
653	191
654	223
655	255
656	280
657	209
658	206
659	203
65th	451
66	5145
660	579
6600	62
661	243
662	190
663	191
664	236
665	233
666	446
667	220
668	231
669	201
66ers	39
66th	375
67	4748
670	470
671	184
672	213
673	173
674	185
675	318
676	243
677	180
678	200
679	163
67th	354
68	4666
680	588
6800	58
68000	83
681	213
682	220
683	148
684	189
685	246
686	184
687	204
688	202
689	152
68th	288
69	4571
690	427
691	166
692	187
693	187
694	188
695	250
696	165
697	190
698	161
699	175
69th	416
6A	210
6AM	66
6B	32
6PM	75
6am	264
6d	69
6ft	76
6km	116
6m	46
6pm	412
6s	56
6th	8836
6x	77
6x6	73
7	60629
70	14309
700	4373
7000	564
700th	62
701	250
702	252
703	155
704	216
705	280
706	184
707	407
707s	66
708	205
709	198
70km	40
70m	36
70mm	80
70s	1908
70th	577
71	4291
710	446
711	245
712	229
713	151
714	224
715	241
716	198
717	183
718	195
719	178
71st	368
72	5397
720	526
7200	80
720p	79
721	177
722	207
723	172
724	173
7243	40
725	293
726	181
727	370
727s	60
728	167
729	161
72nd	314
73	4310
730	442
731	222
732	218
733	148
734	179
735	206
736	192
737	555
737s	129
738	169
739	192
73rd	286
74	4313
740	445
7400	30
741	198
742	157
743	157
744	178
745	177
746	179
747	618
747s	136
748	221
749	160
74th	285
75	10303
750	1987
7500	154
750th	46
751	181
752	153
753	162
754	194
755	193
756	196
757	286
757s	37
758	145
759	155
75kg	39
75mm	86
75th	745
76	4374
760	428
7600	42
761	152
762	195
763	150
764	143
765	200
766	175
767	344
767s	45
768	197
769	153
76ers	331
76th	303
77	4406
770	417
7700	32
771	144
772	199
773	153
774	213
775	217
776	168
777	311
778	190
779	147
77s	43
77th	371
78	4425
780	419
7800	105
781	194
782	131
783	136
784	161
785	198
786	177
787	309
788	162
789	175
78rpm	40
78s	42
78th	357
79	3772
790	334
791	139
792	179
793	152
794	178
795	196
796	163
797	159
798	139
799	164
79th	405
7A	96
7AM	35
7B	35
7PM	55
7am	168
7km	93
7pm	350
7s	84
7th	8812
7x	37
8	55555
80	15912
800	5636
8000	589
800m	176
800s	35
800th	65
801	271
802	176
80286	35
803	190
80386	39
804	168
805	223
806	178
807	158
808	257
8080	35
8086	50
8088	33
809	153
80km	50
80m	34
80s	2444
80th	680
81	4339
810	334
811	188
812	195
813	173
814	213
815	266
816	156
817	171
818	162
819	165
81kg	32
81mm	39
81st	326
82	4091
820	442
8200	39
821	135
822	157
823	158
824	189
825	231
826	153
827	179
828	145
829	130
82d	64
82nd	534
83	3815
830	369
831	136
832	147
833	214
834	125
835	174
836	177
837	131
838	155
839	155
83rd	239
84	4008
840	421
841	154
842	170
843	156
844	118
845	215
846	145
847	160
848	142
849	148
84th	269
85	5649
850	1110
8500	115
851	178
852	138
853	186
854	142
855	167
856	146
857	144
858	136
859	137
85th	294
86	3611
860	371
861	139
862	152
863	141
864	174
865	176
866	171
867	155
868	133
869	163
86th	283
87	3554
870	405
871	166
872	139
873	134
874	124
875	239
876	155
877	160
878	177
879	162
87th	281
88	3912
880	468
8800	48
881	146
882	172
883	134
884	150
885	203
886	159
887	134
888	183
889	147
88mm	50
88s	40
88th	264
89	3175
890	330
891	140
892	158
893	122
894	164
895	203
896	149
897	128
898	138
899	162
89th	300
8A	97
8AM	30
8Ball	43
8GB	33
8PM	63
8TV	42
8am	151
8d	33
8km	140
8m	30
8mm	111
8pm	279
8s	89
8th	8068
8x	55
8x10	42
8x8	52
9	49385
90	13798
900	3024
9000	447
9001	114
901	200
902	182
90210	307
903	207
904	180
905	170
906	121
907	230
908	139
909	208
90km	38
90mm	38
90mph	30
90s	2137
90th	505
91	3476
910	459
911	759
912	172
913	129
914	334
915	206
916	156
917	173
918	177
919	163
91st	280
92	3473
920	349
921	162
922	135
923	156
924	209
925	223
926	156
927	170
928	169
929	144
92nd	272
93	3674
930	437
931	151
932	154
933	158
934	152
935	203
936	171
937	144
938	128
939	123
93d	37
93rd	228
94	3269
940	363
941	145
942	142
943	117
944	160
945	185
946	146
947	117
948	148
949	114
94th	241
95	5599
950	708
9500	69
951	149
9513	44
952	114
953	120
954	159
955	166
956	170
957	128
958	131
959	150
95th	323
96	3819
960	440
9600	36
961	146
962	170
963	137
964	159
965	210
966	135
967	135
968	169
969	122
96th	257
97	3900
970	396
971	158
972	141
973	167
974	151
975	224
976	166
977	144
978	171
979	123
97th	219
98	4002
980	415
981	155
982	140
983	133
984	165
985	191
986	135
987	173
988	142
989	146
